facial_hair,face_color,glasses,filename
0,8,0,cs10499447978989562833.csv
0,0,0,cs10372945365292987398.csv
0,7,0,cs10224664804942199684.csv
0,8,0,cs1120476722059804087.csv
0,7,0,cs10196640019991419261.csv
0,9,0,cs11318989205318351181.csv
0,4,0,cs1087180027392171043.csv
0,8,0,cs10696383832716502259.csv
0,5,0,cs1114773155525310197.csv
0,1,0,cs10782816507454434134.csv
0,5,0,cs10660936209681583741.csv
0,7,0,cs11209634812403485149.csv
0,8,0,cs11117564471521141325.csv
0,4,0,cs10868125518787750464.csv
0,1,0,cs11378755854990162607.csv
0,6,0,cs10959598332703670851.csv
0,2,0,cs10697560960353575480.csv
0,0,0,cs10367343221078266613.csv
0,9,0,cs10050794648142482707.csv
0,2,0,cs10858614649068520083.csv
0,2,0,cs10035316151564645775.csv
0,1,0,cs10324716781607112713.csv
0,6,0,cs11448917844015282436.csv
0,5,0,cs10410419915843824966.csv
0,9,0,cs10924912800336752396.csv
0,4,0,cs11085810566776415792.csv
0,2,0,cs11412177014065004339.csv
0,8,0,cs10428608964394197957.csv
0,0,0,cs10318107100851808059.csv
0,6,0,cs10514139970668672459.csv
0,5,0,cs1074006634622564447.csv
0,7,0,cs10926014008444211863.csv
0,1,0,cs10174388385951194324.csv
0,3,0,cs11446689837037142626.csv
0,7,0,cs10099266305689270409.csv
0,6,0,cs10803179246871497402.csv
0,2,0,cs10563174042563960477.csv
0,8,0,cs11296165059864377797.csv
0,0,0,cs10961107736284270247.csv
0,7,0,cs1037324188163867718.csv
0,4,0,cs10441560048690419490.csv
0,4,0,cs10167571084823274644.csv
0,5,0,cs10382485632118760659.csv
0,3,0,cs10384408829070651184.csv
0,4,0,cs11039658923514930148.csv
0,9,0,cs11061684602584298400.csv
0,6,0,cs1146085177940759180.csv
0,4,0,cs10754301316690131063.csv
0,5,0,cs10731227793954282344.csv
0,3,0,cs10720998461143652152.csv
0,0,0,cs10628975123393876368.csv
0,7,0,cs10222644402131132914.csv
0,8,0,cs10673016635549268120.csv
0,5,0,cs11060902747572626569.csv
0,5,0,cs10989014542830188695.csv
0,6,0,cs10782470436643152056.csv
0,1,0,cs11104105711413633583.csv
0,5,0,cs1021152103259508515.csv
0,1,0,cs10162648298374598848.csv
0,9,0,cs10341209476615631206.csv
0,7,0,cs11023719449190652729.csv
0,8,0,cs10897307451666605701.csv
0,7,0,cs10360410136247779705.csv
0,2,0,cs11070935139138525545.csv
0,5,0,cs11222996907802859862.csv
0,1,0,cs10804256839167542978.csv
0,0,0,cs11352424859682552542.csv
0,3,0,cs11164273269605625623.csv
0,1,0,cs1036109025256461570.csv
0,8,0,cs10557850366034182349.csv
0,0,0,cs11428280530736905593.csv
0,1,0,cs10680524531727199201.csv
0,1,0,cs1095753224845077729.csv
0,5,0,cs11472613624996155194.csv
0,7,0,cs10114070145971627586.csv
0,2,0,cs10226799080435290389.csv
0,7,0,cs10749380271098138489.csv
0,1,0,cs10272194954636154865.csv
0,4,0,cs11052828373222159272.csv
0,3,0,cs10840928197061531541.csv
0,4,0,cs11471784904293827331.csv
0,3,0,cs10900464673569586981.csv
0,0,0,cs1014402452433879920.csv
0,2,0,cs10757362374146439820.csv
0,1,0,cs113270871606642660.csv
0,3,0,cs1078328696093056818.csv
0,1,0,cs10565439952227912503.csv
0,9,0,cs10720330844391424113.csv
0,0,0,cs10102480951712981478.csv
0,9,0,cs10751877515997413139.csv
0,8,0,cs10997953094001383760.csv
0,5,0,cs10569842567955860200.csv
0,1,0,cs111464773118169668.csv
0,3,0,cs1020003956617799648.csv
0,5,0,cs11322927741940757223.csv
0,5,0,cs1044608986642655879.csv
0,7,0,cs10093494963243352263.csv
0,7,0,cs10027165526405979994.csv
0,8,0,cs10416822717084193084.csv
0,8,0,cs10583560273389758486.csv
0,4,0,cs11221700617088874404.csv
0,1,0,cs1026527248165289972.csv
0,3,0,cs10850034253865330402.csv
0,6,0,cs10208416885682100522.csv
0,5,0,cs11167030115785929302.csv
0,4,0,cs10089127863903161128.csv
0,6,0,cs10930883016918278883.csv
0,8,0,cs10996910641935407118.csv
0,6,0,cs11421702988960464284.csv
0,9,0,cs10961238343659888226.csv
0,4,0,cs10691753868969333298.csv
0,2,0,cs11035372223499020967.csv
0,8,0,cs11344100798373128765.csv
0,0,0,cs1101493681185187252.csv
0,5,0,cs11379883295836734846.csv
0,1,0,cs1059414492272030008.csv
0,9,0,cs10061581043563512268.csv
0,7,0,cs1046620831754404923.csv
0,8,0,cs11436160676298320092.csv
0,7,0,cs10974165337404403144.csv
0,0,0,cs10707565821791738212.csv
0,6,0,cs10657393384372320695.csv
0,7,0,cs1113191746674328122.csv
0,8,0,cs10484296490409776514.csv
0,5,0,cs10785357961028398756.csv
0,0,0,cs11104037679784557887.csv
0,0,0,cs11009130105802708153.csv
0,6,0,cs10191501226027686795.csv
0,1,0,cs1067481675450823589.csv
0,4,0,cs11041050903058719528.csv
0,1,0,cs10159233630725744873.csv
0,8,0,cs11400305411073007105.csv
0,0,0,cs1044108310383939447.csv
0,6,0,cs11170294188193849361.csv
0,0,0,cs11311523075987159805.csv
0,1,0,cs10218894370950156606.csv
0,6,0,cs10088025969404917297.csv
0,4,0,cs11076152872801035028.csv
0,1,0,cs11496249579948065035.csv
0,7,0,cs11050550512859343055.csv
0,2,0,cs10039123491313013785.csv
0,2,0,cs10392417929393427144.csv
0,9,0,cs10438706346298361686.csv
0,5,0,cs11341901493841992418.csv
0,0,0,cs1080044123568876451.csv
0,9,0,cs10669287407418004379.csv
0,1,0,cs1090514008542820340.csv
0,6,0,cs10957228398744078786.csv
0,7,0,cs10599631738177615855.csv
0,6,0,cs11386140888315279712.csv
0,2,0,cs11162097515499706284.csv
0,8,0,cs11462160607692108265.csv
0,5,0,cs10273537379798394997.csv
0,9,0,cs11180625649453176846.csv
0,1,0,cs10132861437398309502.csv
0,5,0,cs115015743350173470.csv
0,5,0,cs11273535155368026043.csv
0,5,0,cs10999777785730582034.csv
0,3,0,cs10502390665849979494.csv
0,2,0,cs10223077347424297949.csv
0,3,0,cs1085361839762213309.csv
0,2,0,cs10291307566375403690.csv
0,2,0,cs11412657254666434623.csv
0,6,0,cs10401147249507697104.csv
0,8,0,cs11469289609524495789.csv
0,4,0,cs11470242006227338208.csv
0,6,0,cs10875490564339918028.csv
0,7,0,cs10484661358691990586.csv
0,9,0,cs10446942543962698589.csv
0,0,0,cs10381402147611300467.csv
0,4,0,cs10095158458724657354.csv
0,8,0,cs11345479904143906864.csv
0,8,0,cs11232405684120828636.csv
0,8,0,cs10360640437159802519.csv
0,1,0,cs10447599717221719649.csv
0,0,0,cs11038172615264802759.csv
0,8,0,cs11156130199609761208.csv
0,0,0,cs11264485595112171166.csv
0,5,0,cs10003571127927331234.csv
0,0,0,cs10532137722602262765.csv
0,4,0,cs10131630302773482018.csv
0,3,0,cs10564430735559841946.csv
0,3,0,cs10213252059035131577.csv
0,3,0,cs11167348011493044307.csv
0,2,0,cs11307126777082044620.csv
0,6,0,cs1040794703416440040.csv
0,6,0,cs10956280679194096874.csv
0,4,0,cs10074903523668009391.csv
0,4,0,cs10151973241493280391.csv
0,2,0,cs1113644606218828913.csv
0,8,0,cs10600107782730647759.csv
0,6,0,cs11285699514743503433.csv
0,3,0,cs10280463800031474928.csv
0,8,0,cs11201353076027458343.csv
0,8,0,cs1119190753520932026.csv
0,2,0,cs11310294009920485411.csv
0,7,0,cs10042689587789372138.csv
0,6,0,cs10908479047645362596.csv
0,5,0,cs1121769265894562291.csv
0,5,0,cs10205892814706106216.csv
0,2,0,cs10586837760440310915.csv
0,6,0,cs10175537422588935725.csv
0,0,0,cs10256447485780926467.csv
0,9,0,cs10285830759928438887.csv
0,5,0,cs10948866498401736276.csv
0,5,0,cs10264920079040932459.csv
0,9,0,cs1082268157973783019.csv
0,7,0,cs10028724206874831297.csv
0,5,0,cs1023683139321898996.csv
0,6,0,cs1015274540036885240.csv
0,4,0,cs11358792261339528681.csv
0,5,0,cs10798847741938358127.csv
0,5,0,cs10662640817074397587.csv
0,2,0,cs11148272501951244004.csv
0,4,0,cs11236309851167374170.csv
0,2,0,cs10210947344365924193.csv
0,7,0,cs10855748674173298077.csv
0,2,0,cs10535936247931882733.csv
0,7,0,cs10160087235336650220.csv
0,7,0,cs1146094222180505814.csv
0,2,0,cs10789739513812916935.csv
0,8,0,cs1138743892390330511.csv
0,1,0,cs10533183405475234122.csv
0,4,0,cs11407652163027882224.csv
0,1,0,cs11461573054490751482.csv
0,6,0,cs10973897910252049341.csv
0,7,0,cs10252571572166597178.csv
0,3,0,cs1011030240726350899.csv
0,3,0,cs11439370444620129788.csv
0,3,0,cs11049669639593639868.csv
0,0,0,cs11356546038032125787.csv
0,5,0,cs10771079542926000152.csv
0,3,0,cs10654586133155307423.csv
0,3,0,cs10203539977229196247.csv
0,0,0,cs10193528520212555547.csv
0,8,0,cs10707429771344318319.csv
0,2,0,cs11323652133849004892.csv
0,9,0,cs11345593347900623766.csv
0,6,0,cs10630622994341697087.csv
0,6,0,cs10496549785459296847.csv
0,6,0,cs10901140670147505079.csv
0,9,0,cs11129087551134129042.csv
0,4,0,cs10544939105004495689.csv
0,9,0,cs11316554052379371576.csv
0,8,0,cs1136101587363511094.csv
0,3,0,cs10184192807628767233.csv
0,1,0,cs10377873326196436648.csv
0,9,0,cs11050111645190984272.csv
0,2,0,cs10840258533959676218.csv
0,8,0,cs10492501116560948926.csv
0,2,0,cs10077297242556236135.csv
0,7,0,cs10879925495987610282.csv
0,6,0,cs10968514600950710418.csv
0,8,0,cs10218651872594808842.csv
0,0,0,cs11174250030640403401.csv
0,5,0,cs10124292090349949092.csv
0,3,0,cs1112753606227713986.csv
0,7,0,cs10857665836994634652.csv
0,2,0,cs11302571503132800993.csv
0,8,1,cs10103073956764216899.csv
0,1,1,cs10621785391748364082.csv
0,3,1,cs10644434576756698640.csv
0,9,1,cs11080419261594560370.csv
0,6,1,cs10505702260176044606.csv
0,0,1,cs11453481200655591633.csv
0,1,1,cs10421713129429605928.csv
0,7,1,cs10344862867018114012.csv
0,4,1,cs10616925245479536826.csv
0,1,1,cs10963423523040746182.csv
0,3,1,cs10052235956790101085.csv
0,7,1,cs11221699739863015482.csv
0,2,1,cs1138000513460143535.csv
0,4,1,cs10491687373969240226.csv
0,9,1,cs11263653016270197764.csv
0,5,1,cs11406668673054471144.csv
0,10,1,cs1033975283788691816.csv
0,5,1,cs10684221059265185807.csv
0,9,1,cs11185120066334161047.csv
0,0,1,cs10350268824017578975.csv
0,3,1,cs11177694188813087954.csv
0,9,1,cs10515488766957482142.csv
0,10,1,cs102996970073821635.csv
0,8,1,cs10728655168061454876.csv
0,4,1,cs10918308417250852797.csv
0,6,1,cs11256006463625673393.csv
0,0,1,cs11405054776121109559.csv
0,6,1,cs10665393931138844105.csv
0,9,1,cs10557015068691828314.csv
0,3,1,cs10186983144779316387.csv
0,2,1,cs11488846002088682819.csv
0,8,1,cs1051701907529607458.csv
0,9,1,cs10557855277120874567.csv
0,3,1,cs11379340135126119738.csv
0,0,1,cs11187480135739761231.csv
0,2,1,cs10695297178962991344.csv
0,8,1,cs10628494516399142243.csv
0,10,1,cs11373138585514424067.csv
0,8,1,cs10392864171085529207.csv
0,8,1,cs10284627960211481826.csv
0,5,1,cs10437647156314311945.csv
0,8,1,cs11116680691557623490.csv
0,7,1,cs10529905935094083179.csv
0,5,1,cs10186690186932930913.csv
0,4,1,cs10620958673092823597.csv
0,10,1,cs10895155168913457378.csv
0,0,1,cs1140157918240626641.csv
0,10,1,cs10488423271378491645.csv
0,4,1,cs10548195726409413092.csv
0,6,1,cs10628763171692040129.csv
0,3,1,cs11343239712674206974.csv
0,1,1,cs10423579839744139007.csv
0,6,1,cs11320064326571583333.csv
0,7,1,cs11208784646692806154.csv
0,7,1,cs10305226032414363432.csv
0,0,1,cs11329202856731674699.csv
0,5,1,cs11113413949756076447.csv
0,1,1,cs10704187086790035420.csv
0,6,1,cs10291591572854677370.csv
0,2,1,cs10340451254710411756.csv
0,6,1,cs10488344736242399489.csv
0,10,1,cs1054053263670925656.csv
0,7,1,cs11173466591710808595.csv
0,8,1,cs10073872129919170315.csv
0,9,1,cs10309128200518651326.csv
0,2,1,cs11087274404809165632.csv
0,3,1,cs11226213782545244725.csv
0,7,1,cs10176531120902556424.csv
0,9,1,cs11234043561188358523.csv
0,8,1,cs10519993684738318880.csv
0,1,1,cs11390097518738471221.csv
0,8,1,cs11410190388093596133.csv
0,4,1,cs11215787050985104839.csv
0,3,1,cs11214683171433145300.csv
0,2,1,cs10029890181518123862.csv
0,7,1,cs10997529395063342749.csv
0,1,1,cs11414792866974014270.csv
0,8,1,cs10002280131574610864.csv
0,5,1,cs11478317264673732841.csv
0,6,1,cs1038586933705244323.csv
